parcel_id,reference_area_ha,reference_source,reference_method,computed_forest_area_ha,diff_pct,tolerance_percent,outcome,reason
27101:003:0443,1.63,attribute:mets,reported_m2,416.060874,25425.206994,5.0,comparable,
27101:003:0451,1.2424,attribute:mets,reported_m2,416.060874,33388.479878,5.0,comparable,
27101:003:0452,158008.0,attribute:haritav,reported_ha,416.060874,-99.736684,5.0,comparable,
27101:003:0461,3.1982,attribute:mets,reported_m2,416.060874,12909.219999,5.0,comparable,
27101:003:0462,5.3783,attribute:mets,reported_m2,416.060874,7635.917929,5.0,comparable,
27101:003:0463,3.1001,attribute:mets,reported_m2,416.060874,13320.885584,5.0,comparable,
27101:003:0470,3.8737,attribute:mets,reported_m2,416.060874,10640.65813,5.0,comparable,
27101:003:0471,1.0048,attribute:mets,reported_m2,416.060874,41307.332205,5.0,comparable,
27101:003:0472,4.1122,attribute:mets,reported_m2,416.060874,10017.719809,5.0,comparable,
27101:003:0491,152970.0,attribute:haritav,reported_ha,416.060874,-99.728011,5.0,comparable,
27101:003:0504,2.8942,attribute:mets,reported_m2,416.060874,14275.678046,5.0,comparable,
27101:003:0514,6.3805,attribute:mets,reported_m2,416.060874,6420.819277,5.0,comparable,
27101:003:0515,5.3499,attribute:mets,reported_m2,416.060874,7676.984131,5.0,comparable,
27101:003:0521,8.9051,attribute:mets,reported_m2,416.060874,4572.163973,5.0,comparable,
27101:003:0531,12.7263,attribute:mets,reported_m2,416.060874,3169.299592,5.0,comparable,
27101:003:0541,5006.0,attribute:haritav,reported_ha,416.060874,-91.688756,5.0,comparable,
27101:003:0542,133797.0,attribute:haritav,reported_ha,416.060874,-99.689036,5.0,comparable,
27101:003:0554,2.6926,attribute:mets,reported_m2,416.060874,15352.011959,5.0,comparable,
27101:003:0570,0.55361,geometry,geodesic_wgs84_pyproj,416.060874,75054.147143,5.0,comparable,
27101:003:0580,2533.0,attribute:haritav,reported_ha,416.060874,-83.574383,5.0,comparable,
27101:003:0596,3.3324,attribute:mets,reported_m2,416.060874,12385.32211,5.0,comparable,
27101:003:0602,120434.0,attribute:haritav,reported_ha,416.060874,-99.654532,5.0,comparable,
27101:003:0603,0.3169,attribute:mets,reported_m2,416.060874,131190.903755,5.0,comparable,
27101:003:0611,76863.0,attribute:haritav,reported_ha,416.060874,-99.458698,5.0,comparable,
27101:003:0612,9.6032,attribute:mets,reported_m2,416.060874,4232.523263,5.0,comparable,
27101:003:0622,4.2484,attribute:mets,reported_m2,416.060874,9693.354533,5.0,comparable,
27101:003:0640,188421.0,attribute:haritav,reported_ha,416.060874,-99.779186,5.0,comparable,
27101:003:0651,2.0417,attribute:mets,reported_m2,416.060874,20278.159083,5.0,comparable,
27101:003:0652,5.455,attribute:mets,reported_m2,416.060874,7527.147094,5.0,comparable,
27101:003:0661,0.1045,attribute:mets,reported_m2,416.060874,398044.377033,5.0,comparable,
27101:003:0675,3.5397,attribute:mets,reported_m2,416.060874,11654.128146,5.0,comparable,
27101:003:0702,141434.0,attribute:haritav,reported_ha,416.060874,-99.705827,5.0,comparable,
27101:003:0711,121594.0,attribute:haritav,reported_ha,416.060874,-99.657828,5.0,comparable,
27101:003:0712,8.902,attribute:mets,reported_m2,416.060874,4573.790991,5.0,comparable,
27101:003:0720,21.2667,attribute:mets,reported_m2,416.060874,1856.396028,5.0,comparable,
27101:003:0740,41550.0,attribute:haritav,reported_ha,416.060874,-98.99865,5.0,comparable,
27101:003:0750,0.2968,attribute:mets,reported_m2,416.060874,140082.235175,5.0,comparable,
27101:003:0751,2518.0,attribute:haritav,reported_ha,416.060874,-83.476534,5.0,comparable,
27101:003:0752,14923.0,attribute:haritav,reported_ha,416.060874,-97.211949,5.0,comparable,
27101:003:0760,11475.0,attribute:haritav,reported_ha,416.060874,-96.374197,5.0,comparable,
27101:003:0772,54882.0,attribute:haritav,reported_ha,416.060874,-99.241899,5.0,comparable,
27101:003:0780,40405.0,attribute:haritav,reported_ha,416.060874,-98.970274,5.0,comparable,
27101:003:0793,3.9725,attribute:mets,reported_m2,416.060874,10373.527351,5.0,comparable,
